PMCID,Title,Abstract,ID,Inclusion
PMC3760372,S100A1 deficiency impairs postischemic angiogenesis via compromised proangiogenic endothelial cell function and nitric oxide synthase regulation.,"Mice lacking the EF-hand Ca2+ sensor S100A1 display endothelial dysfunction because of distorted Ca2+ -activated nitric oxide (NO) generation.To determine the pathophysiological role of S100A1 in endothelial cell (EC) function in experimental ischemic revascularization.Patients with chronic critical limb ischemia showed almost complete loss of S100A1 expression in hypoxic tissue. Ensuing studies in S100A1 knockout (SKO) mice subjected to femoral artery resection unveiled insufficient perfusion recovery and high rates of autoamputation. Defective in vivo angiogenesis prompted cellular studies in SKO ECs and human ECs, with small interfering RNA-mediated S100A1 knockdown demonstrating impaired in vitro and in vivo proangiogenic properties (proliferation, migration, tube formation) and attenuated vascular endothelial growth factor (VEGF)-stimulated and hypoxia-stimulated endothelial NO synthase (eNOS) activity. Mechanistically, S100A1 deficiency compromised eNOS activity in ECs by interrupted stimulatory S100A1/eNOS interaction and protein kinase C hyperactivation that resulted in inhibitory eNOS phosphorylation and enhanced VEGF receptor-2 degradation with attenuated VEGF signaling. Ischemic SKO tissue recapitulated the same molecular abnormalities with insufficient in vivo NO generation. Unresolved ischemia entailed excessive VEGF accumulation in SKO mice with aggravated VEGF receptor-2 degradation and blunted in vivo signaling through the proangiogenic phosphoinositide-3-kinase/Akt/eNOS cascade. The NO supplementation strategies rescued defective angiogenesis and salvaged limbs in SKO mice after femoral artery resection.Our study shows for the first time downregulation of S100A1 expression in patients with critical limb ischemia and identifies S100A1 as critical for EC function in postnatal ischemic angiogenesis. These findings link its pathological plasticity in critical limb ischemia to impaired neovascularization, prompting further studies to probe the microvascular therapeutic potential of S100A1.            ",NSS046,1
PMC4074677,Conserved expression of lincRNA during human and macaque prefrontal cortex development and maturation.,"The current annotation of the human genome includes more than 12,000 long intergenic noncoding RNAs (lincRNA). While a handful of lincRNA have been shown to play important regulatory roles, the functionality of most remains unclear. Here, we examined the expression conservation and putative functionality of lincRNA in human and macaque prefrontal cortex (PFC) development and maturation. We analyzed transcriptome sequence (RNA-seq) data from 38 human and 40 macaque individuals covering the entire postnatal development interval. Using the human data set, we detected the expression of 5835 lincRNA annotated in GENCODE and further identified 1888 novel lincRNA. Most of these lincRNA show low DNA sequence conservation, as well as low expression levels. Remarkably, developmental expression patterns of these lincRNA were as conserved between humans and macaques as those of protein-coding genes. Transfection of development-associated lincRNA into human SH-SY5Y cells affected gene expression, indicating their regulatory potential. In brain, expression of these putative target genes correlated with the expression of the corresponding lincRNA during human and macaque PFC development. These results support the potential functionality of lincRNA in primate PFC development. © 2014 He et al.; Published by Cold Spring Harbor Laboratory Press for the RNA Society.            ",NSS052,1
PMC4783152,"Activation of the innate signaling molecule MAVS by bunyavirus infection upregulates the adaptor protein SARM1, leading to neuronal death.","La Crosse virus (LACV), a zoonotic Bunyavirus, is a major cause of pediatric viral encephalitis in the United States. A hallmark of neurological diseases caused by LACV and other encephalitic viruses is the induction of neuronal cell death. Innate immune responses have been implicated in neuronal damage, but no mechanism has been elucidated. By using in vitro studies in primary neurons and in vivo studies in mice, we have shown that LACV infection induced the RNA helicase, RIG-I, and mitochondrial antiviral signaling protein (MAVS) signaling pathway, resulting in upregulation of the sterile alpha and TIR-containing motif 1 (SARM1), an adaptor molecule that we found to be directly involved in neuronal damage. SARM1-mediated cell death was associated with induced oxidative stress response and mitochondrial damage. These studies provide an innate-immune signaling mechanism for virus-induced neuronal death and reveal potential targets for development of therapeutics to treat encephalitic viral infections.Copyright © 2013 Elsevier Inc. All rights reserved.            ",NSS053,1
PMC3209377,Vesicular stomatitis virus oncolytic treatment interferes with tumor-associated dendritic cell functions and abrogates tumor antigen presentation.,"Oncolytic virotherapy is a promising biological approach to cancer treatment that contributes to tumor eradication via immune- and non-immune-mediated mechanisms. One of the remaining challenges for these experimental therapies is the necessity to develop a durable adaptive immune response against the tumor. Vesicular stomatitis virus (VSV) is a prototypical oncolytic virus (OV) that exemplifies the multiple mechanisms of oncolysis, including direct cell lysis, cellular hypoxia resulting from the shutdown of tumor vasculature, and inflammatory cytokine release. Despite these properties, the generation of sustained antitumor immunity is observed only when VSV is engineered to express a tumor antigen directly. In the present study, we sought to increase the number of tumor-associated dendritic cells (DC) in vivo and tumor antigen presentation by combining VSV treatment with recombinant Fms-like tyrosine kinase 3 ligand (rFlt3L), a growth factor promoting the differentiation and proliferation of DC. The combination of VSV oncolysis and rFLt3L improved animal survival in two different tumor models, i.e., VSV-resistant B16 melanoma and VSV-sensitive E.G7 T lymphoma; however, increased survival was independent of the adaptive CD8 T cell response. Tumor-associated DC were actively infected by VSV in vivo, which reduced their viability and prevented their migration to the draining lymph nodes to prime a tumor-specific CD8 T cell response. These results demonstrate that VSV interferes with tumor DC functions and blocks tumor antigen presentation.            ",NSS054,1
PMC3982072,Simultaneous imaging of neural activity in three dimensions.,"We introduce a scanless optical method to image neuronal activity in three dimensions simultaneously. Using a spatial light modulator and a custom-designed phase mask, we illuminate and collect light simultaneously from different focal planes and perform calcium imaging of neuronal activity in vitro and in vivo. This method, combining structured illumination with volume projection imaging, could be used as a technological platform for brain activity mapping.             ",NSS055,1
PMC3630522,Artemis is required to improve the accuracy of repair of double-strand breaks with 5'-blocked termini generated from non-DSB-clustered lesions.,"Clustered DNA lesions are defined as ≥2 damage events within 20 bp. Oxidised bases, abasic (AP) sites, single-strand breaks and double-strand breaks (DSBs) exist in radiation-induced clusters, and these lesions are more difficult to repair and can be more mutagenic than single lesions. Understanding clustered lesion repair is therefore important for the design of complementary treatments to enhance radiotherapy. Non-DSB-clustered lesions consisting of opposing AP sites can be converted to DSBs by base excision repair, and non-homologous end-joining (NHEJ) plays a role in repairing these DSBs. Artemis is an endonuclease that removes blocking groups from DSB termini during NHEJ. Hence, we hypothesised that Artemis plays a role in the processing of DSBs or complex DSBs generated from non-DSB-clustered lesions. We examined the repair of clusters containing two or three lesions in wild-type (WT) or Artemis-deficient (ART(-/-)) mouse fibroblasts using a reporter plasmid. Each cluster contained two opposing tetrahydrofurans (an AP site analogue), which AP endonuclease can convert to a DSB with blocked 5' termini. Loss of Artemis did not decrease plasmid survival, but did result in more mutagenic repair with plasmids containing larger deletions. This increase in deletions did not occur with ClaI-linearised plasmid. Since Mre11 has been implicated in deletional NHEJ, we used small interfering RNA to reduce Mre11 in WT and ART(-/-) cells, but decreasing Mre11 did not change the size of deletions in the repair products. This work implicates Artemis in limiting the deletions introduced during repair of 5'-blocked termini DSBs generated from non-DSB-clustered lesions. Decreasing repair accuracy without decreasing repair capacity could result in mutated cells surviving irradiation. Inhibiting Artemis in normal cells could promote carcinogenesis, while in tumour cells enhanced mutagenic repair following irradiation could promote tumour recurrence.            ",NSS057,1
PMC3392219,NR4A1 (Nur77) mediates thyrotropin-releasing hormone-induced stimulation of transcription of the thyrotropin β gene: analysis of TRH knockout mice.,"Thyrotropin-releasing hormone (TRH) is a major stimulator of thyrotropin-stimulating hormone (TSH) synthesis in the anterior pituitary, though precisely how TRH stimulates the TSHβ gene remains unclear. Analysis of TRH-deficient mice differing in thyroid hormone status demonstrated that TRH was critical for the basal activity and responsiveness to thyroid hormone of the TSHβ gene. cDNA microarray and K-means cluster analyses with pituitaries from wild-type mice, TRH-deficient mice and TRH-deficient mice with thyroid hormone replacement revealed that the largest and most consistent decrease in expression in the absence of TRH and on supplementation with thyroid hormone was shown by the TSHβ gene, and the NR4A1 gene belonged to the same cluster as and showed a similar expression profile to the TSHβ gene. Immunohistochemical analysis demonstrated that NR4A1 was expressed not only in ACTH- and FSH- producing cells but also in thyrotrophs and the expression was remarkably reduced in TRH-deficient pituitary. Furthermore, experiments in vitro demonstrated that incubation with TRH in GH4C1 cells increased the endogenous NR4A1 mRNA level by approximately 50-fold within one hour, and this stimulation was inhibited by inhibitors for PKC and ERK1/2. Western blot analysis confirmed that TRH increased NR4A1 expression within 2 h. A series of deletions of the promoter demonstrated that the region between bp -138 and +37 of the TSHβ gene was responsible for the TRH-induced stimulation, and Chip analysis revealed that NR4A1 was recruited to this region. Conversely, knockdown of NR4A1 by siRNA led to a significant reduction in TRH-induced TSHβ promoter activity. Furthermore, TRH stimulated NR4A1 promoter activity through the TRH receptor. These findings demonstrated that 1) TRH is a highly specific regulator of the TSHβ gene, and 2) TRH mediated induction of the TSHβ gene, at least in part by sequential stimulation of the NR4A1-TSHβ genes through a PKC and ERK1/2 pathway.            ",NSS059,1
PMC3702519,Measuring myeloperoxidase activity in biological samples.,"Enzymatic activity measurements of the highly oxidative enzyme myeloperoxidase (MPO), which is implicated in many diseases, are widely used in the literature, but often suffer from nonspecificity and lack of uniformity. Thus, validation and standardization are needed to establish a robust method that is highly specific, sensitive, and reproducible for assaying MPO activity in biological samples.We found conflicting results between in vivo molecular MR imaging of MPO, which measures extracellular activity, and commonly used in vitro MPO activity assays. Thus, we established and validated a protocol to obtain extra- and intracellular MPO from murine organs. To validate the MPO activity assays, three different classes of MPO activity assays were used in spike and recovery experiments. However, these assay methods yielded inconsistent results, likely because of interfering substances and other peroxidases present in tissue extracts. To circumvent this, we first captured MPO with an antibody. The MPO activity of the resultant samples was assessed by ADHP and validated against samples from MPO-knockout mice in murine disease models of multiple sclerosis, steatohepatitis, and myocardial infarction. We found the measurements performed using this protocol to be highly specific and reproducible, and when performed using ADHP, to be highly sensitive over a broad range. In addition, we found that intracellular MPO activity correlated well with tissue neutrophil content, and can be used as a marker to assess neutrophil infiltration in the tissue.We validated a highly specific and sensitive assay protocol that should be used as the standard method for all MPO activity assays in biological samples. We also established a method to obtain extra- and intracellular MPO from murine organs. Extracellular MPO activity gives an estimate of the oxidative stress in inflammatory diseases, while intracellular MPO activity correlates well with tissue neutrophil content. A detailed step-by-step protocol is provided.            ",NSS064,1
PMC3542997,Proteasome-dependent activation of mammalian target of rapamycin complex 1 (mTORC1) is essential for autophagy suppression and muscle remodeling following denervation.,"Drastic protein degradation occurs during muscle atrophy induced by denervation, fasting, immobility, and various systemic diseases. Although the ubiquitin-proteasome system is highly up-regulated in denervated muscles, the involvement of autophagy and protein synthesis has been controversial. Here, we report that autophagy is rather suppressed in denervated muscles even under autophagy-inducible starvation conditions. This is due to a constitutive activation of mammalian target of rapamycin complex 1 (mTORC1). We further reveal that denervation-induced mTORC1 activation is dependent on the proteasome, which is likely mediated by amino acids generated from proteasomal degradation. Protein synthesis and ribosome biogenesis are paradoxically increased in denervated muscles in an mTORC1-dependent manner, and mTORC1 activation plays an anabolic role against denervation-induced muscle atrophy. These results suggest that denervation induces not only muscle degradation but also adaptive muscle response in a proteasome- and mTORC1-dependent manner.            ",NSS065,1
PMC4083038,Activation of GPR40 attenuates chronic inflammation induced impact on pancreatic β-cells health and function.,"Chronic inflammation-mediated β-cell apoptosis is known to decrease β-cell mass in diabetes leading to reduced insulin secretion. Exposure to pro-inflammatory cytokines can stimulate apoptosis in pancreatic β-cells. The G protein coupled receptor 40 (GPR40) is implicated for glucose induced insulin secretion. We hypothesized that GPR40 activation can protect β-cells from inflammation-induced apoptosis and restore glucose stimulated insulin secretion.By exposing NIT1 insulinoma cells and rat islets to a cocktail of pro-inflammatory cytokines (TNFα and IL1β), we mimicked inflammatory signaling as seen by JNK and NFκB activation and increased mRNA levels of TNFα, IL1β and NOS2a. These changes were reversed by pharmacological activation of GPR40 by a specific, small molecule, CNX-011-67. Further, GPR40 activation reduced inflammation-mediated oxidative and endoplasmic reticulum (ER) stresses. Importantly, GPR40 activation decreased inflammation-induced apoptosis as measured by key markers. These impacts of GPR40 were mediated through activation of PLC, CaMKII, calcineurin and cAMP. Cell survival was also enhanced by GPR40 activation as seen from the increased phosphorylation of Akt/PKB and enhanced expression of BCL2 and PDX1 genes. Interestingly, GPR40 activation restored both, inflammation-mediated inhibition on insulin secretion and intracellular insulin content.In this study, we provide evidences that CNX-011-67, a GPR40 agonist, reduces inflammatory signaling and apoptosis in pancreatic β-cells while promoting insulin secretion and synthesis. Activation of GPR40 leads to attenuation of β-cell dysfunction caused by chronic inflammation and thus could be of immense clinical value to improve insulin secretion and β-cell survival.            ",NSS066,1
PMC3587321,Robust T-cell stimulation by Epstein-Barr virus-transformed B cells after antigen targeting to DEC-205.,"DEC-205 is a type I transmembrane multilectin receptor that is predominantly expressed on dendritic cells (DCs). Therefore, previous studies primarily focused on processing of DEC-205–targeted antigens by this potent antigen presenting cell type. Here we show that Epstein-Barr virus (EBV) transformed lymphoblastoid B-cell lines (LCLs) not only express DEC-205 at similar levels to DCs, but also efficiently present targeted EBV nuclear antigen 1 (EBNA1) and EBV-latent membrane protein 1 (LMP1) to EBNA1- and LMP1-specific CD4+ and CD8+ T-cell clones in vitro. Targeting of antigens to DEC-205 on B cells led to more efficient MHC class II than I loading, and stimulated T cells more efficiently than targeting to DEC-205 on DCs. Although LCLs internalized DEC-205–targeted antigens less efficiently than DCs, they retained them for longer time periods and delivered them to endosomal compartments that receive also B-cell receptor targeted proteins. This could facilitate prolonged T-cell stimulation and efficient MHC class II loading, and, indeed, CD4+ T-cell expansion by DEC-205–targeted vaccination was significantly compromised in B-cell deficient mice. These studies suggest that B cells, activated by virus transformation or other means, can contribute to T-cell stimulation after DEC-205 targeting of antigens during vaccination.            ",NSS067,1
PMC4177457,κB-Ras proteins regulate both NF-κB-dependent inflammation and Ral-dependent proliferation.,"The transformation of cells generally involves multiple genetic lesions that undermine control of both cell death and proliferation. We now report that κB-Ras proteins act as regulators of NF-κB and Ral pathways, which control inflammation/cell death and proliferation, respectively. Cells lacking κB-Ras therefore not only show increased NF-κB activity, which results in increased expression of inflammatory mediators, but also exhibit elevated Ral activity, which leads to enhanced anchorage-independent proliferation (AIP). κB-Ras deficiency consequently leads to significantly increased tumor growth that can be dampened by inhibiting either Ral or NF-κB pathways, revealing the unique tumor-suppressive potential of κB-Ras proteins. Remarkably, numerous human tumors show reduced levels of κB-Ras, and increasing the level of κB-Ras in these tumor cells impairs their ability to undergo AIP, thereby implicating κB-Ras proteins in human disease. Copyright © 2014 The Authors. Published by Elsevier Inc. All rights reserved.            ",NSS069,1
PMC4617632,Generation of functional human pancreatic β cells in vitro.,"The generation of insulin-producing pancreatic β cells from stem cells in vitro would provide an unprecedented cell source for drug discovery and cell transplantation therapy in diabetes. However, insulin-producing cells previously generated from human pluripotent stem cells (hPSC) lack many functional characteristics of bona fide β cells. Here, we report a scalable differentiation protocol that can generate hundreds of millions of glucose-responsive β cells from hPSC in vitro. These stem-cell-derived β cells (SC-β) express markers found in mature β cells, flux Ca(2+) in response to glucose, package insulin into secretory granules, and secrete quantities of insulin comparable to adult β cells in response to multiple sequential glucose challenges in vitro. Furthermore, these cells secrete human insulin into the serum of mice shortly after transplantation in a glucose-regulated manner, and transplantation of these cells ameliorates hyperglycemia in diabetic mice.Copyright © 2014 Elsevier Inc. All rights reserved.            ",NSS072,1
PMC3771974,Comparison of properties of medial entorhinal cortex layer II neurons in two anatomical dimensions with and without cholinergic activation.,"Mechanisms underlying grid cell firing in the medial entorhinal cortex (MEC) still remain unknown. Computational modeling studies have suggested that cellular properties such as spike frequency adaptation and persistent firing might underlie the grid cell firing. Recent in vivo studies also suggest that cholinergic activation influences grid cell firing. Here we investigated the anatomical distribution of firing frequency adaptation, the medium spike after hyperpolarization potential (mAHP), subthreshold membrane potential oscillations, sag potential, input resistance and persistent firing, in MEC layer II principal cells using in vitro whole-cell patch clamp recordings in rats. Anatomical distributions of these properties were compared along both the dorso-ventral and medio-lateral axes, both with and without the cholinergic receptor agonist carbachol. We found that spike frequency adaptation is significantly stronger in ventral than in dorsal neurons both with and without carbachol. Spike frequency adaptation was significantly correlated with the duration of the mAHP, which also showed a gradient along the dorso-ventral axis. In carbachol, we found that about 50% of MEC layer II neurons show persistent firing which lasted more than 30 seconds. Persistent firing of MEC layer II neurons might contribute to grid cell firing by providing the excitatory drive. Dorso-ventral differences in spike frequency adaptation we report here are opposite from previous predictions by a computational model. We discuss an alternative mechanism as to how dorso-ventral differences in spike frequency adaptation could contribute to different scales of grid spacing.             ",NSS080,1
PMC6619136,Selective regulation of GluA subunit synthesis and AMPA receptor-mediated synaptic function and plasticity by the translation repressor 4E-BP2 in hippocampal pyramidal cells.,"The eukaryotic initiation factor 4E-binding protein-2 (4E-BP2) is a repressor of cap-dependent mRNA translation and a major downstream effector of the mammalian target of rapamycin (mTOR) implicated in hippocampal long-term synaptic plasticity and memory. Yet, synaptic mechanisms regulated by 4E-BP2 translational repression remain unknown. Combining knock-out mice, whole-cell recordings, spine analysis, and translation profiling, we found that 4E-BP2 deletion selectively upregulated synthesis of glutamate receptor subunits GluA1 and GluA2, facilitating AMPA receptor (AMPAR)-mediated synaptic transmission and affecting translation-dependent chemically induced late long-term potentiation (cL-LTP). In 4E-BP2 knock-out (4E-BP2(-/-)) mice, evoked and miniature EPSCs were increased, an effect mimicked by short-hairpin RNA knockdown of 4E-BP2 in wild-type mice, indicating that 4E-BP2 level regulates basal transmission at mature hippocampal AMPAR-containing synapses. Remarkably, in 4E-BP2(-/-) mice, the AMPA to NMDA receptor (NMDAR) EPSC ratio was increased, without affecting NMDAR-mediated EPSCs. The enhanced AMPAR function concurred with increased spine density and decreased length resulting from greater proportion of regular spines and less filopodia in 4E-BP2(-/-) mice. Polysome profiling revealed that translation of GluA1 and GluA2 subunits, but not GluN1 or GluN2A/B, was selectively increased in 4E-BP2(-/-) hippocampi, consistent with unaltered I-V relation of EPSCs mediated by GluA1/GluA2 heteromers. Finally, translation-dependent cL-LTP of unitary EPSCs was also affected in 4E-BP2(-/-) mice, lowering induction threshold and removing mTOR signaling requirement while impairing induction by normal stimulation. Thus, translational control through 4E-BP2 represents a unique mechanism for selective regulation of AMPAR synthesis, synaptic function, and long-term plasticity, important for hippocampal-dependent memory processes.            ",NSS083,1
PMC4164949,Expression of HSF2 decreases in mitosis to enable stress-inducible transcription and cell survival.,"Unless mitigated, external and physiological stresses are detrimental for cells, especially in mitosis, resulting in chromosomal missegregation, aneuploidy, or apoptosis. Heat shock proteins (Hsps) maintain protein homeostasis and promote cell survival. Hsps are transcriptionally regulated by heat shock factors (HSFs). Of these, HSF1 is the master regulator and HSF2 modulates Hsp expression by interacting with HSF1. Due to global inhibition of transcription in mitosis, including HSF1-mediated expression of Hsps, mitotic cells are highly vulnerable to stress. Here, we show that cells can counteract transcriptional silencing and protect themselves against proteotoxicity in mitosis. We found that the condensed chromatin of HSF2-deficient cells is accessible for HSF1 and RNA polymerase II, allowing stress-inducible Hsp expression. Consequently, HSF2-deficient cells exposed to acute stress display diminished mitotic errors and have a survival advantage. We also show that HSF2 expression declines during mitosis in several but not all human cell lines, which corresponds to the Hsp70 induction and protection against stress-induced mitotic abnormalities and apoptosis.© 2014 Elsing et al.            ",NSS088,1
PMC3470594,TRPM2 cation channels modulate T cell effector functions and contribute to autoimmune CNS inflammation.,"TRPM2, a highly Ca(2+)-permeable member of the transient receptor potential melastatin-related (TRPM) family of cation channels, is expressed in cells of the immune system. We demonstrate firstly that TRPM2 cation channels on T cells critically influence T cell proliferation and proinflammatory cytokine secretion following polyclonal T cell receptor stimulation. Consistently, trpm2-deficient mice exhibited an attenuated clincal phenotype of experimental autoimmune encephalomyelitis (EAE) with reduced inflammatory and demyelinating spinal cord lesions. Importantly, trmp2-deficient T cells were as susceptible as wildtype T cells to oxidative stress-induced cell death as it occurs in inflammatory CNS lesions. This supports the notion that the attenuated EAE phenotype is mainly due to reduced T cell effector functions but unaffected by potential modulation of T cell survival at the site of inflammation. Our findings suggest TRPM2 cation channels as a potential target for treating autoimmune CNS inflammation.            ",NSS089,1
PMC3791519,Ubiquitin specific protease 18 (Usp18) is a WT1 transcriptional target.,"Wilms tumor gene WT1 encodes a zinc finger-containing transcription factor which is required for renal development. Mutations in WT1 are observed in 20% of Wilms tumors (a pediatric kidney cancer), but the in vivo WT1 targets and associated molecular pathways involved in the etiology of Wilms tumor are still elusive. To identify WT1 targets we performed genome-wide comprehensive expression profiling using Affymetrix Gene Chip Mouse Genome 430 2.0 Arrays, comparing E13.5 mouse kidneys in which Wt1 had been somatically ablated with littermate controls. We identified Usp18 as the most differentially expressed gene in mutant kidney. Using tetracycline inducible cells we demonstrated a repressive effect of WT1 on USP18 expression. Conversely, knockdown of WT1 led to the upregulation of Usp18. Furthermore, direct binding of WT1 to the Usp18 promoter was demonstrated by ChIP assay. Overexpression of USP18 in murine and human cell lines resulted in cell proliferation. Additionally, Usp18 upregulation was observed in a mouse model of Wilms tumor. Taken together our data demonstrate that Usp18 is a transcriptional target of WT1 and suggest that increased expression of USP18 following WT1 loss contributes to Wilms tumorigenesis.Copyright © 2012 Elsevier Inc. All rights reserved.            ",NSS095,1
PMC3530539,Lactic acid bacteria convert human fibroblasts to multipotent cells.,"The human gastrointestinal tract is colonized by a vast community of symbionts and commensals. Lactic acid bacteria (LAB) form a group of related, low-GC-content, gram-positive bacteria that are considered to offer a number of probiotic benefits to general health. While the role of LAB in gastrointestinal microecology has been the subject of extensive study, little is known about how commensal prokaryotic organisms directly influence eukaryotic cells. Here, we demonstrate the generation of multipotential cells from adult human dermal fibroblast cells by incorporating LAB. LAB-incorporated cell clusters are similar to embryoid bodies derived from embryonic stem cells and can differentiate into endodermal, mesodermal, and ectodermal cells in vivo and in vitro. LAB-incorporated cell clusters express a set of genes associated with multipotency, and microarray analysis indicates a remarkable increase of NANOG, a multipotency marker, and a notable decrease in HOX gene expression in LAB-incorporated cells. During the cell culture, the LAB-incorporated cell clusters stop cell division and start to express early senescence markers without cell death. Thus, LAB-incorporated cell clusters have potentially wide-ranging implications for cell generation, reprogramming, and cell-based therapy.            ",NSS102,1
PMC3581211,Inhibition of class I histone deacetylases unveils a mitochondrial signature and enhances oxidative metabolism in skeletal muscle and adipose tissue.,"Chromatin modifications are sensitive to environmental and nutritional stimuli. Abnormalities in epigenetic regulation are associated with metabolic disorders such as obesity and diabetes that are often linked with defects in oxidative metabolism. Here, we evaluated the potential of class-specific synthetic inhibitors of histone deacetylases (HDACs), central chromatin-remodeling enzymes, to ameliorate metabolic dysfunction. Cultured myotubes and primary brown adipocytes treated with a class I-specific HDAC inhibitor showed higher expression of Pgc-1α, increased mitochondrial biogenesis, and augmented oxygen consumption. Treatment of obese diabetic mice with a class I- but not a class II-selective HDAC inhibitor enhanced oxidative metabolism in skeletal muscle and adipose tissue and promoted energy expenditure, thus reducing body weight and glucose and insulin levels. These effects can be ascribed to increased Pgc-1α action in skeletal muscle and enhanced PPARγ/PGC-1α signaling in adipose tissue. In vivo ChIP experiments indicated that inhibition of HDAC3 may account for the beneficial effect of the class I-selective HDAC inhibitor. These results suggest that class I HDAC inhibitors may provide a pharmacologic approach to treating type 2 diabetes.            ",NSS103,1
PMC4265475,CRISPR-Cas9 knockin mice for genome editing and cancer modeling.,"CRISPR-Cas9 is a versatile genome editing technology for studying the functions of genetic elements. To broadly enable the application of Cas9 in vivo, we established a Cre-dependent Cas9 knockin mouse. We demonstrated in vivo as well as ex vivo genome editing using adeno-associated virus (AAV)-, lentivirus-, or particle-mediated delivery of guide RNA in neurons, immune cells, and endothelial cells. Using these mice, we simultaneously modeled the dynamics of KRAS, p53, and LKB1, the top three significantly mutated genes in lung adenocarcinoma. Delivery of a single AAV vector in the lung generated loss-of-function mutations in p53 and Lkb1, as well as homology-directed repair-mediated Kras(G12D) mutations, leading to macroscopic tumors of adenocarcinoma pathology. Together, these results suggest that Cas9 mice empower a wide range of biological and disease modeling applications.Copyright © 2014 Elsevier Inc. All rights reserved.            ",NSS104,1
PMC3401123,Oligodendrocyte precursor cell transplantation into organotypic cerebellar shiverer slices: a model to study myelination and myelin maintenance.,"Current in vitro models to investigate the consequence of oligodendrocyte-specific loss-of-function mutations on myelination are primarily limited to co-culture experiments, which do not accurately recapitulate the complex in vivo environment. Here, we describe the development of an in vitro model of myelination and myelin maintenance in which oligodendrocyte precursor cells are transplanted into organotypic cerebellar slice cultures derived from dysmyelinated shiverer mice. Compared to neuron-oligodendrocyte co-cultures, organotypic slices more closely mimic the environment in vivo, while utilizing a genetic background that allows for straight-forward identification of myelin generated by transplanted cells. We show at the ultrastructural level that the myelin generated by wild-type transplanted oligodendrocytes is compact and terminates in cytoplasmic loops that form paranodal junctions with the axon. This myelination results in the appropriate sequestering of axonal proteins into specialized domains surrounding the nodes of Ranvier. We also demonstrate the applicability of this approach for xenograft transplantation of oligodendrocyte precursor cells derived from rat or human sources. This method provides a time-efficient and cost-effective adjunct to conditional knockout mouse lines or in vivo transplantation models to study oligodendrocyte-specific loss-of-function mutations. Furthermore, the approach can be readily used to assess the effect of pharmacological manipulations on myelin, providing a tool to better understand myelination and develop effective therapeutic strategies to treat myelin-related diseases.            ",NSS107,1
PMC3869817,"COH-SR4 reduces body weight, improves glycemic control and prevents hepatic steatosis in high fat diet-induced obese mice.","Obesity is a chronic metabolic disorder caused by imbalance between energy intake and expenditure, and is one of the principal causative factors in the development of metabolic syndrome, diabetes and cancer. COH-SR4 (""SR4"") is a novel investigational compound that has anti-cancer and anti-adipogenic properties. In this study, the effects of SR4 on metabolic alterations in high fat diet (HFD)-induced obese C57BL/J6 mice were investigated. Oral feeding of SR4 (5 mg/kg body weight.) in HFD mice for 6 weeks significantly reduced body weight, prevented hyperlipidemia and improved glycemic control without affecting food intake. These changes were associated with marked decreases in epididymal fat mass, adipocyte hypertrophy, increased plasma adiponectin and reduced leptin levels. SR4 treatment also decreased liver triglycerides, prevented hepatic steatosis, and normalized liver enzymes. Western blots demonstrated increased AMPK activation in liver and adipose tissues of SR4-treated HFD obese mice, while gene analyses by real time PCR showed COH-SR4 significantly suppressed the mRNA expression of lipogenic genes such as sterol regulatory element binding protein-1c (Srebf1), acetyl-Coenzyme A carboxylase (Acaca), peroxisome proliferator-activated receptor gamma (Pparg), fatty acid synthase (Fasn), stearoyl-Coenzyme A desaturase 1 (Scd1), carnitine palmitoyltransferase 1a (Cpt1a) and 3-hydroxy-3-methyl-glutaryl-CoA reductase (Hmgcr), as well as gluconeogenic genes phosphoenolpyruvate carboxykinase 1 (Pck1) and glucose-6-phosphatase (G6pc) in the liver of obese mice. In vitro, SR4 activates AMPK independent of upstream kinases liver kinase B1 (LKB1) and Ca2+/calmodulin-dependent protein kinase kinase β (CaMKKβ). Together, these data suggest that SR4, a novel AMPK activator, may be a promising therapeutic compound for treatment of obesity, fatty liver disease, and related metabolic disorders.             ",NSS112,1
